name;type;content;alignment
<IB_T3_T5_5a_gen_Anwalt_Diva.wav>;text;<Zu Prozessbeginn gab der Richter einige Fakten bekannt, die bereits zuvor von allen Beteiligten schriSlich abgezeichnet worden waren.>;left
<IB_T3_T5_5b_dat_Fahrer_Dame.wav>;text;<Da der Fahrer den Weg zum Schloss nicht genau kannte, musste er sich die nöTgen InformaTonen aus der verwirrenden Erzählung der Dame holen.>;left
<IB_T3_T5_5c_gen_Onkel_Nonne.wav>;text;<Das Kloster haMe ein neues Gebetsbuch zusammengestellt und veröffentlicht.>;left
<IB_T3_T5_5d_dat_Schwager_Tante.wav>;text;<Die Tante hatte nur einen Tag Zeit um alles von Wohnung A zu Wohnung B zu transportieren.>;left
<IB_T3_T5_5e_gen_Gärtner_Oma.wav>;text;<Der Gärtner war eigentlich immer der gleichen Meinung wie die Oma. Als die Enkel versuchten, die Oma davon abzuhalten den alten Kirschbaum zu fällen, erwarteten sie daher keine Zustimmung vom Gärtner der Oma.>;left
<IB_T3_T5_5f_dat_Partner_Freundin.wav>;text;<Der Partner der Freundin unternahm eine Weltreise – ohne sie.>;left
<IB_T3_T5_5g_gen_Diener_Gräfin.wav>;text;<Nach dem Abendessen erhob sich der Graf und begab sich in den Garten.>;left
<IB_T3_T5_5h_dat_Lehrer_Schwäbin.wav>;text;<Die Schwäbin fragte den Lehrer nach urschwäbischen Wörtern.>;left
<IB_T3_T5_5i_gen_Rabe_Heldin.wav>;text;<Der Rabe der Heldin kam mit einer BotschaS zum König. Als dieser dem Raben befahl, sich auf seiner Lehne niederzulassen, gehorchte der Rabe dem König ohne zu zögern.>;left
<JB_T3_T5_3a_dat_Anwalt_Diva.wav>;text;<Der Anwalt des Fahrers befragte die Diva. Die Diva führte sehr überzeugende Argumente an.>;left
<JB_T3_T5_3b_gen_Fahrer_Dame.wav>;text;<Da der Fahrer der Dame noch nie an diesem Schloss gewesen war, gab ihm der Schlossherr eine genaue Wegbeschreibung>;left
<JB_T3_T5_3c_dat_Onkel_Nonne.wav>;text;<Die Nonne gewann den Hauptpreis beim Fest der Bauernfamilie. Der Onkel des HoDesitzers hielt eine Glückwunschrede.>;left
<JB_T3_T5_3d_gen_Schwager_Tante.wav>;text;<Die Renovierung eines alten Weinguts sollte mit einem großen Fest abgeschlossen werden. Dazu half die ganze Familie mit.>;left
<JB_T3_T5_3e_dat_Gärtner_Oma.wav>;text;<Die Oma hatte beschlossen, dass sich ein Apfelbaum vor dem Haus gut machen würde, obwohl es dort reichlich Schatten gab.>;left
<JB_T3_T5_3f_gen_Partner_Freundin.wav>;text;<Bei der Aufführung war der ganze Freundeskreis der Solistin da, um die Freundin bei ihrem Auftritt zu unterstützen. Ein Platz in der ersten Reihe blieb jedoch leer.>;left
<JB_T3_T5_3g_dat_Diener_Gräfin.wav>;text;<Nach dem Abendessen erhob sich die Gräfin und begab sich in ihre Räume.>;left
<JB_T3_T5_3h_gen_Lehrer_Schwäbin.wav>;text;<Die Schwäbin haMe einen Lehrer für das Hochdeutsche angestellt. Eine Gruppe Berliner fragte den Lehrer nach Besonderheiten des Schwäbischen.>;left
<JB_T3_T5_3i_dat_Rabe_Heldin.wav>;text;<Der Rabe lebte schon seit Jahren im höchsten Turm der Burg, war jedoch nie zutraulich geworden. Als die Heldin in den Hof stürmte, befahl sie dem Raben, zu ihr zu kommen.>;left
<JB_T3_T5_5a_gen_Anwalt_Diva.wav>;text;<Zu Prozessbeginn gab der Richter einige Fakten bekannt, die bereits zuvor von allen Beteiligten schriSlich abgezeichnet worden waren.>;left
<JB_T3_T5_5b_dat_Fahrer_Dame.wav>;text;<Da der Fahrer den Weg zum Schloss nicht genau kannte, musste er sich die nöTgen InformaTonen aus der verwirrenden Erzählung der Dame holen.>;left
<JB_T3_T5_5c_gen_Onkel_Nonne.wav>;text;<Das Kloster haMe ein neues Gebetsbuch zusammengestellt und veröffentlicht.>;left
<JB_T3_T5_5d_dat_Schwager_Tante.wav>;text;<Die Tante hatte nur einen Tag Zeit um alles von Wohnung A zu Wohnung B zu transportieren.>;left
<JB_T3_T5_5e_gen_Gärtner_Oma.wav>;text;<Der Gärtner war eigentlich immer der gleichen Meinung wie die Oma. Als die Enkel versuchten, die Oma davon abzuhalten den alten Kirschbaum zu fällen, erwarteten sie daher keine Zustimmung vom Gärtner der Oma.>;left
<JB_T3_T5_5f_dat_Partner_Freundin.wav>;text;<Der Partner der Freundin unternahm eine Weltreise – ohne sie.>;left
<JB_T3_T5_5g_gen_Diener_Gräfin.wav>;text;<Nach dem Abendessen erhob sich der Graf und begab sich in den Garten.>;left
<JB_T3_T5_5h_dat_Lehrer_Schwäbin.wav>;text;<Die Schwäbin fragte den Lehrer nach urschwäbischen Wörtern.>;left
<JB_T3_T5_5i_gen_Rabe_Heldin.wav>;text;<Der Rabe der Heldin kam mit einer BotschaS zum König. Als dieser dem Raben befahl, sich auf seiner Lehne niederzulassen, gehorchte der Rabe dem König ohne zu zögern.>;left
<MJ_T3_T5_mono_3a_dat_Anwalt_Diva.wav>;text;<Der Anwalt des Fahrers befragte die Diva. Die Diva führte sehr überzeugende Argumente an.>;left
<MJ_T3_T5_mono_3b_gen_Fahrer_Dame.wav>;text;<Da der Fahrer der Dame noch nie an diesem Schloss gewesen war, gab ihm der Schlossherr eine genaue Wegbeschreibung>;left
<MJ_T3_T5_mono_3c_dat_Onkel_Nonne.wav>;text;<Die Nonne gewann den Hauptpreis beim Fest der Bauernfamilie. Der Onkel des HoDesitzers hielt eine Glückwunschrede.>;left
<MJ_T3_T5_mono_3d_gen_Schwager_Tante.wav>;text;<Die Renovierung eines alten Weinguts sollte mit einem großen Fest abgeschlossen werden. Dazu half die ganze Familie mit.>;left
<MJ_T3_T5_mono_3e_dat_Gärtner_Oma.wav>;text;<Die Oma hatte beschlossen, dass sich ein Apfelbaum vor dem Haus gut machen würde, obwohl es dort reichlich Schatten gab.>;left
<MJ_T3_T5_mono_3f_gen_Partner_Freundin.wav>;text;<Bei der Aufführung war der ganze Freundeskreis der Solistin da, um die Freundin bei ihrem Auftritt zu unterstützen. Ein Platz in der ersten Reihe blieb jedoch leer.>;left
<MJ_T3_T5_mono_3g_dat_Diener_Gräfin.wav>;text;<Nach dem Abendessen erhob sich die Gräfin und begab sich in ihre Räume.>;left
<MJ_T3_T5_mono_3h_gen_Lehrer_Schwäbin.wav>;text;<Die Schwäbin haMe einen Lehrer für das Hochdeutsche angestellt. Eine Gruppe Berliner fragte den Lehrer nach Besonderheiten des Schwäbischen.>;left
<MJ_T3_T5_mono_3i_dat_Rabe_Heldin.wav>;text;<Der Rabe lebte schon seit Jahren im höchsten Turm der Burg, war jedoch nie zutraulich geworden. Als die Heldin in den Hof stürmte, befahl sie dem Raben, zu ihr zu kommen.>;left
<MJ_T3_T5_mono_5a_gen_Anwalt_Diva.wav>;text;<Zu Prozessbeginn gab der Richter einige Fakten bekannt, die bereits zuvor von allen Beteiligten schriSlich abgezeichnet worden waren.>;left
<MJ_T3_T5_mono_5b_dat_Fahrer_Dame.wav>;text;<Da der Fahrer den Weg zum Schloss nicht genau kannte, musste er sich die nöTgen InformaTonen aus der verwirrenden Erzählung der Dame holen.>;left
<MJ_T3_T5_mono_5c_gen_Onkel_Nonne.wav>;text;<Das Kloster haMe ein neues Gebetsbuch zusammengestellt und veröffentlicht.>;left
<MJ_T3_T5_mono_5d_dat_Schwager_Tante.wav>;text;<Die Tante hatte nur einen Tag Zeit um alles von Wohnung A zu Wohnung B zu transportieren.>;left
<MJ_T3_T5_mono_5e_gen_Gärtner_Oma.wav>;text;<Der Gärtner war eigentlich immer der gleichen Meinung wie die Oma. Als die Enkel versuchten, die Oma davon abzuhalten den alten Kirschbaum zu fällen, erwarteten sie daher keine Zustimmung vom Gärtner der Oma.>;left
<MJ_T3_T5_mono_5f_dat_Partner_Freundin.wav>;text;<Der Partner der Freundin unternahm eine Weltreise – ohne sie.>;left
<MJ_T3_T5_mono_5g_gen_Diener_Gräfin.wav>;text;<Nach dem Abendessen erhob sich der Graf und begab sich in den Garten.>;left
<MJ_T3_T5_mono_5h_dat_Lehrer_Schwäbin.wav>;text;<Die Schwäbin fragte den Lehrer nach urschwäbischen Wörtern.>;left
<MJ_T3_T5_mono_5i_gen_Rabe_Heldin.wav>;text;<Der Rabe der Heldin kam mit einer BotschaS zum König. Als dieser dem Raben befahl, sich auf seiner Lehne niederzulassen, gehorchte der Rabe dem König ohne zu zögern.>;left
<MM_T3_T5_3a_dat_Anwalt_Diva.wav>;text;<Der Anwalt des Fahrers befragte die Diva. Die Diva führte sehr überzeugende Argumente an.>;left
<MM_T3_T5_3b_gen_Fahrer_Dame.wav>;text;<Da der Fahrer der Dame noch nie an diesem Schloss gewesen war, gab ihm der Schlossherr eine genaue Wegbeschreibung>;left
<MM_T3_T5_3c_dat_Onkel_Nonne.wav>;text;<Die Nonne gewann den Hauptpreis beim Fest der Bauernfamilie. Der Onkel des HoDesitzers hielt eine Glückwunschrede.>;left
<MM_T3_T5_3d_gen_Schwager_Tante.wav>;text;<Die Renovierung eines alten Weinguts sollte mit einem großen Fest abgeschlossen werden. Dazu half die ganze Familie mit.>;left
<MM_T3_T5_3e_dat_Gärtner_Oma.wav>;text;<Die Oma hatte beschlossen, dass sich ein Apfelbaum vor dem Haus gut machen würde, obwohl es dort reichlich Schatten gab.>;left
<MM_T3_T5_3f_gen_Partner_Freundin.wav>;text;<Bei der Aufführung war der ganze Freundeskreis der Solistin da, um die Freundin bei ihrem Auftritt zu unterstützen. Ein Platz in der ersten Reihe blieb jedoch leer.>;left
<MM_T3_T5_3g_dat_Diener_Gräfin.wav>;text;<Nach dem Abendessen erhob sich die Gräfin und begab sich in ihre Räume.>;left
<MM_T3_T5_3h_gen_Lehrer_Schwäbin.wav>;text;<Die Schwäbin haMe einen Lehrer für das Hochdeutsche angestellt. Eine Gruppe Berliner fragte den Lehrer nach Besonderheiten des Schwäbischen.>;left
<MM_T3_T5_3i_dat_Rabe_Heldin.wav>;text;<Der Rabe lebte schon seit Jahren im höchsten Turm der Burg, war jedoch nie zutraulich geworden. Als die Heldin in den Hof stürmte, befahl sie dem Raben, zu ihr zu kommen.>;left
<MM_T3_T5_5a_gen_Anwalt_Diva.wav>;text;<Zu Prozessbeginn gab der Richter einige Fakten bekannt, die bereits zuvor von allen Beteiligten schriSlich abgezeichnet worden waren.>;left
<MM_T3_T5_5b_dat_Fahrer_Dame.wav>;text;<Da der Fahrer den Weg zum Schloss nicht genau kannte, musste er sich die nöTgen InformaTonen aus der verwirrenden Erzählung der Dame holen.>;left
<MM_T3_T5_5c_gen_Onkel_Nonne.wav>;text;<Das Kloster haMe ein neues Gebetsbuch zusammengestellt und veröffentlicht.>;left
<MM_T3_T5_5d_dat_Schwager_Tante.wav>;text;<Die Tante hatte nur einen Tag Zeit um alles von Wohnung A zu Wohnung B zu transportieren.>;left
<MM_T3_T5_5e_gen_Gärtner_Oma.wav>;text;<Der Gärtner war eigentlich immer der gleichen Meinung wie die Oma. Als die Enkel versuchten, die Oma davon abzuhalten den alten Kirschbaum zu fällen, erwarteten sie daher keine Zustimmung vom Gärtner der Oma.>;left
<MM_T3_T5_5f_dat_Partner_Freundin.wav>;text;<Der Partner der Freundin unternahm eine Weltreise – ohne sie.>;left
<MM_T3_T5_5g_gen_Diener_Gräfin.wav>;text;<Nach dem Abendessen erhob sich der Graf und begab sich in den Garten.>;left
<MM_T3_T5_5h_dat_Lehrer_Schwäbin.wav>;text;<Die Schwäbin fragte den Lehrer nach urschwäbischen Wörtern.>;left
<MM_T3_T5_5i_gen_Rabe_Heldin.wav>;text;<Der Rabe der Heldin kam mit einer BotschaS zum König. Als dieser dem Raben befahl, sich auf seiner Lehne niederzulassen, gehorchte der Rabe dem König ohne zu zögern.>;left
<MS_T3_T5_3a_dat_Anwalt_Diva.wav>;text;<Der Anwalt des Fahrers befragte die Diva. Die Diva führte sehr überzeugende Argumente an.>;left
<MS_T3_T5_3b_gen_Fahrer_Dame.wav>;text;<Da der Fahrer der Dame noch nie an diesem Schloss gewesen war, gab ihm der Schlossherr eine genaue Wegbeschreibung>;left
<MS_T3_T5_3c_dat_Onkel_Nonne.wav>;text;<Die Nonne gewann den Hauptpreis beim Fest der Bauernfamilie. Der Onkel des HoDesitzers hielt eine Glückwunschrede.>;left
<MS_T3_T5_3d_gen_Schwager_Tante.wav>;text;<Die Renovierung eines alten Weinguts sollte mit einem großen Fest abgeschlossen werden. Dazu half die ganze Familie mit.>;left
<MS_T3_T5_3e_dat_Gärtner_Oma.wav>;text;<Die Oma hatte beschlossen, dass sich ein Apfelbaum vor dem Haus gut machen würde, obwohl es dort reichlich Schatten gab.>;left
<MS_T3_T5_3f_gen_Partner_Freundin.wav>;text;<Bei der Aufführung war der ganze Freundeskreis der Solistin da, um die Freundin bei ihrem Auftritt zu unterstützen. Ein Platz in der ersten Reihe blieb jedoch leer.>;left
<MS_T3_T5_3g_dat_Diener_Gräfin.wav>;text;<Nach dem Abendessen erhob sich die Gräfin und begab sich in ihre Räume.>;left
<MS_T3_T5_3h_gen_Lehrer_Schwäbin.wav>;text;<Die Schwäbin haMe einen Lehrer für das Hochdeutsche angestellt. Eine Gruppe Berliner fragte den Lehrer nach Besonderheiten des Schwäbischen.>;left
<MS_T3_T5_3i_dat_Rabe_Heldin.wav>;text;<Der Rabe lebte schon seit Jahren im höchsten Turm der Burg, war jedoch nie zutraulich geworden. Als die Heldin in den Hof stürmte, befahl sie dem Raben, zu ihr zu kommen.>;left
<MS_T3_T5_5a_gen_Anwalt_Diva.wav>;text;<Zu Prozessbeginn gab der Richter einige Fakten bekannt, die bereits zuvor von allen Beteiligten schriSlich abgezeichnet worden waren.>;left
<MS_T3_T5_5b_dat_Fahrer_Dame.wav>;text;<Da der Fahrer den Weg zum Schloss nicht genau kannte, musste er sich die nöTgen InformaTonen aus der verwirrenden Erzählung der Dame holen.>;left
<MS_T3_T5_5c_gen_Onkel_Nonne.wav>;text;<Das Kloster haMe ein neues Gebetsbuch zusammengestellt und veröffentlicht.>;left
<MS_T3_T5_5d_dat_Schwager_Tante.wav>;text;<Die Tante hatte nur einen Tag Zeit um alles von Wohnung A zu Wohnung B zu transportieren.>;left
<MS_T3_T5_5e_gen_Gärtner_Oma.wav>;text;<Der Gärtner war eigentlich immer der gleichen Meinung wie die Oma. Als die Enkel versuchten, die Oma davon abzuhalten den alten Kirschbaum zu fällen, erwarteten sie daher keine Zustimmung vom Gärtner der Oma.>;left
<MS_T3_T5_5f_dat_Partner_Freundin.wav>;text;<Der Partner der Freundin unternahm eine Weltreise – ohne sie.>;left
<MS_T3_T5_5g_gen_Diener_Gräfin.wav>;text;<Nach dem Abendessen erhob sich der Graf und begab sich in den Garten.>;left
<MS_T3_T5_5h_dat_Lehrer_Schwäbin.wav>;text;<Die Schwäbin fragte den Lehrer nach urschwäbischen Wörtern.>;left
<MS_T3_T5_5i_gen_Rabe_Heldin.wav>;text;<Der Rabe der Heldin kam mit einer BotschaS zum König. Als dieser dem Raben befahl, sich auf seiner Lehne niederzulassen, gehorchte der Rabe dem König ohne zu zögern.>;left
<MW_T3_T5_3a_dat_Anwalt_Diva.wav>;text;<Der Anwalt des Fahrers befragte die Diva. Die Diva führte sehr überzeugende Argumente an.>;left
<MW_T3_T5_3b_gen_Fahrer_Dame.wav>;text;<Da der Fahrer der Dame noch nie an diesem Schloss gewesen war, gab ihm der Schlossherr eine genaue Wegbeschreibung>;left
<MW_T3_T5_3c_dat_Onkel_Nonne.wav>;text;<Die Nonne gewann den Hauptpreis beim Fest der Bauernfamilie. Der Onkel des HoDesitzers hielt eine Glückwunschrede.>;left
<MW_T3_T5_3d_gen_Schwager_Tante.wav>;text;<Die Renovierung eines alten Weinguts sollte mit einem großen Fest abgeschlossen werden. Dazu half die ganze Familie mit.>;left
<MW_T3_T5_3e_dat_Gärtner_Oma.wav>;text;<Die Oma hatte beschlossen, dass sich ein Apfelbaum vor dem Haus gut machen würde, obwohl es dort reichlich Schatten gab.>;left
<MW_T3_T5_3f_gen_Partner_Freundin.wav>;text;<Bei der Aufführung war der ganze Freundeskreis der Solistin da, um die Freundin bei ihrem Auftritt zu unterstützen. Ein Platz in der ersten Reihe blieb jedoch leer.>;left
<MW_T3_T5_3g_dat_Diener_Gräfin.wav>;text;<Nach dem Abendessen erhob sich die Gräfin und begab sich in ihre Räume.>;left
<MW_T3_T5_3h_gen_Lehrer_Schwäbin.wav>;text;<Die Schwäbin haMe einen Lehrer für das Hochdeutsche angestellt. Eine Gruppe Berliner fragte den Lehrer nach Besonderheiten des Schwäbischen.>;left
<MW_T3_T5_3i_dat_Rabe_Heldin.wav>;text;<Der Rabe lebte schon seit Jahren im höchsten Turm der Burg, war jedoch nie zutraulich geworden. Als die Heldin in den Hof stürmte, befahl sie dem Raben, zu ihr zu kommen.>;left
<MW_T3_T5_5a_gen_Anwalt_Diva.wav>;text;<Zu Prozessbeginn gab der Richter einige Fakten bekannt, die bereits zuvor von allen Beteiligten schriSlich abgezeichnet worden waren.>;left
<MW_T3_T5_5b_dat_Fahrer_Dame.wav>;text;<Da der Fahrer den Weg zum Schloss nicht genau kannte, musste er sich die nöTgen InformaTonen aus der verwirrenden Erzählung der Dame holen.>;left
<MW_T3_T5_5c_gen_Onkel_Nonne.wav>;text;<Das Kloster haMe ein neues Gebetsbuch zusammengestellt und veröffentlicht.>;left
<MW_T3_T5_5d_dat_Schwager_Tante.wav>;text;<Die Tante hatte nur einen Tag Zeit um alles von Wohnung A zu Wohnung B zu transportieren.>;left
<MW_T3_T5_5e_gen_Gärtner_Oma.wav>;text;<Der Gärtner war eigentlich immer der gleichen Meinung wie die Oma. Als die Enkel versuchten, die Oma davon abzuhalten den alten Kirschbaum zu fällen, erwarteten sie daher keine Zustimmung vom Gärtner der Oma.>;left
<MW_T3_T5_5f_dat_Partner_Freundin.wav>;text;<Der Partner der Freundin unternahm eine Weltreise – ohne sie.>;left
<MW_T3_T5_5g_gen_Diener_Gräfin.wav>;text;<Nach dem Abendessen erhob sich der Graf und begab sich in den Garten.>;left
<MW_T3_T5_5h_dat_Lehrer_Schwäbin.wav>;text;<Die Schwäbin fragte den Lehrer nach urschwäbischen Wörtern.>;left
<MW_T3_T5_5i_gen_Rabe_Heldin.wav>;text;<Der Rabe der Heldin kam mit einer BotschaS zum König. Als dieser dem Raben befahl, sich auf seiner Lehne niederzulassen, gehorchte der Rabe dem König ohne zu zögern.>;left
<NH_T3_T5_3a_dat_Anwalt_Diva.wav>;text;<Der Anwalt des Fahrers befragte die Diva. Die Diva führte sehr überzeugende Argumente an.>;left
<NH_T3_T5_3b_gen_Fahrer_Dame.wav>;text;<Da der Fahrer der Dame noch nie an diesem Schloss gewesen war, gab ihm der Schlossherr eine genaue Wegbeschreibung>;left
<NH_T3_T5_3c_dat_Onkel_Nonne.wav>;text;<Die Nonne gewann den Hauptpreis beim Fest der Bauernfamilie. Der Onkel des HoDesitzers hielt eine Glückwunschrede.>;left
<NH_T3_T5_3d_gen_Schwager_Tante.wav>;text;<Die Renovierung eines alten Weinguts sollte mit einem großen Fest abgeschlossen werden. Dazu half die ganze Familie mit.>;left
<NH_T3_T5_3e_dat_Gärtner_Oma.wav>;text;<Die Oma hatte beschlossen, dass sich ein Apfelbaum vor dem Haus gut machen würde, obwohl es dort reichlich Schatten gab.>;left
<NH_T3_T5_3f_gen_Partner_Freundin.wav>;text;<Bei der Aufführung war der ganze Freundeskreis der Solistin da, um die Freundin bei ihrem Auftritt zu unterstützen. Ein Platz in der ersten Reihe blieb jedoch leer.>;left
<NH_T3_T5_3g_dat_Diener_Gräfin.wav>;text;<Nach dem Abendessen erhob sich die Gräfin und begab sich in ihre Räume.>;left
<NH_T3_T5_3h_gen_Lehrer_Schwäbin.wav>;text;<Die Schwäbin haMe einen Lehrer für das Hochdeutsche angestellt. Eine Gruppe Berliner fragte den Lehrer nach Besonderheiten des Schwäbischen.>;left
<NH_T3_T5_3i_dat_Rabe_Heldin.wav>;text;<Der Rabe lebte schon seit Jahren im höchsten Turm der Burg, war jedoch nie zutraulich geworden. Als die Heldin in den Hof stürmte, befahl sie dem Raben, zu ihr zu kommen.>;left
<NH_T3_T5_5a_gen_Anwalt_Diva.wav>;text;<Zu Prozessbeginn gab der Richter einige Fakten bekannt, die bereits zuvor von allen Beteiligten schriSlich abgezeichnet worden waren.>;left
<NH_T3_T5_5b_dat_Fahrer_Dame.wav>;text;<Da der Fahrer den Weg zum Schloss nicht genau kannte, musste er sich die nöTgen InformaTonen aus der verwirrenden Erzählung der Dame holen.>;left
<NH_T3_T5_5c_gen_Onkel_Nonne.wav>;text;<Das Kloster haMe ein neues Gebetsbuch zusammengestellt und veröffentlicht.>;left
<NH_T3_T5_5d_dat_Schwager_Tante.wav>;text;<Die Tante hatte nur einen Tag Zeit um alles von Wohnung A zu Wohnung B zu transportieren.>;left
<NH_T3_T5_5e_gen_Partner_Freundin.wav>;text;<Bei der Aufführung war der ganze Freundeskreis der Solistin da, um die Freundin bei ihrem Auftritt zu unterstützen. Ein Platz in der ersten Reihe blieb jedoch leer.>;left
<NH_T3_T5_5f_dat_Diener_Gräfin.wav>;text;<Nach dem Abendessen erhob sich die Gräfin und begab sich in ihre Räume.>;left
<NH_T3_T5_5g_gen_Lehrer_Schwäbin.wav>;text;<Die Schwäbin haMe einen Lehrer für das Hochdeutsche angestellt. Eine Gruppe Berliner fragte den Lehrer nach Besonderheiten des Schwäbischen.>;left
<NH_T3_T5_5h_dat_Rabe_Heldin.wav>;text;<Der Rabe lebte schon seit Jahren im höchsten Turm der Burg, war jedoch nie zutraulich geworden. Als die Heldin in den Hof stürmte, befahl sie dem Raben, zu ihr zu kommen.>;left
<NH_T3_T5_5i_gen_Gärtner_Oma.wav>;text;<Der Gärtner war eigentlich immer der gleichen Meinung wie die Oma. Als die Enkel versuchten, die Oma davon abzuhalten den alten Kirschbaum zu fällen, erwarteten sie daher keine Zustimmung vom Gärtner der Oma.>;left
<SV_T3_T5_3a_dat_Anwalt_Diva.wav>;text;<Der Anwalt des Fahrers befragte die Diva. Die Diva führte sehr überzeugende Argumente an.>;left
<SV_T3_T5_3b_gen_Fahrer_Dame.wav>;text;<Da der Fahrer der Dame noch nie an diesem Schloss gewesen war, gab ihm der Schlossherr eine genaue Wegbeschreibung>;left
<SV_T3_T5_3c_dat_Onkel_Nonne.wav>;text;<Die Nonne gewann den Hauptpreis beim Fest der Bauernfamilie. Der Onkel des HoDesitzers hielt eine Glückwunschrede.>;left
<SV_T3_T5_3d_gen_Schwager_Tante.wav>;text;<Die Renovierung eines alten Weinguts sollte mit einem großen Fest abgeschlossen werden. Dazu half die ganze Familie mit.>;left
<SV_T3_T5_3e_dat_Gärtner_Oma.wav>;text;<Die Oma hatte beschlossen, dass sich ein Apfelbaum vor dem Haus gut machen würde, obwohl es dort reichlich Schatten gab.>;left
<SV_T3_T5_3f_gen_Partner_Freundin.wav>;text;<Bei der Aufführung war der ganze Freundeskreis der Solistin da, um die Freundin bei ihrem Auftritt zu unterstützen. Ein Platz in der ersten Reihe blieb jedoch leer.>;left
<SV_T3_T5_3g_dat_Diener_Gräfin.wav>;text;<Nach dem Abendessen erhob sich die Gräfin und begab sich in ihre Räume.>;left
<SV_T3_T5_3h_gen_Lehrer_Schwäbin.wav>;text;<Die Schwäbin haMe einen Lehrer für das Hochdeutsche angestellt. Eine Gruppe Berliner fragte den Lehrer nach Besonderheiten des Schwäbischen.>;left
<SV_T3_T5_3i_dat_Rabe_Heldin.wav>;text;<Der Rabe lebte schon seit Jahren im höchsten Turm der Burg, war jedoch nie zutraulich geworden. Als die Heldin in den Hof stürmte, befahl sie dem Raben, zu ihr zu kommen.>;left
<SV_T3_T5_5a_gen_Anwalt_Diva.wav>;text;<Zu Prozessbeginn gab der Richter einige Fakten bekannt, die bereits zuvor von allen Beteiligten schriSlich abgezeichnet worden waren.>;left
<SV_T3_T5_5b_dat_Fahrer_Dame.wav>;text;<Da der Fahrer den Weg zum Schloss nicht genau kannte, musste er sich die nöTgen InformaTonen aus der verwirrenden Erzählung der Dame holen.>;left
<SV_T3_T5_5c_gen_Onkel_Nonne.wav>;text;<Das Kloster haMe ein neues Gebetsbuch zusammengestellt und veröffentlicht.>;left
<SV_T3_T5_5d_dat_Schwager_Tante.wav>;text;<Die Tante hatte nur einen Tag Zeit um alles von Wohnung A zu Wohnung B zu transportieren.>;left
<SV_T3_T5_5e_gen_Gärtner_Oma.wav>;text;<Der Gärtner war eigentlich immer der gleichen Meinung wie die Oma. Als die Enkel versuchten, die Oma davon abzuhalten den alten Kirschbaum zu fällen, erwarteten sie daher keine Zustimmung vom Gärtner der Oma.>;left
<SV_T3_T5_5f_dat_Partner_Freundin.wav>;text;<Der Partner der Freundin unternahm eine Weltreise – ohne sie.>;left
<SV_T3_T5_5g_gen_Diener_Gräfin.wav>;text;<Nach dem Abendessen erhob sich der Graf und begab sich in den Garten.>;left
<SV_T3_T5_5h_dat_Lehrer_Schwäbin.wav>;text;<Die Schwäbin fragte den Lehrer nach urschwäbischen Wörtern.>;left
<SV_T3_T5_5i_gen_Rabe_Heldin.wav>;text;<Der Rabe der Heldin kam mit einer BotschaS zum König. Als dieser dem Raben befahl, sich auf seiner Lehne niederzulassen, gehorchte der Rabe dem König ohne zu zögern.>;left
